O*NET-SOC Code,Alternate Title,Short Title,Source(s)
53-3052.00,Motor Coach Driver,missing,"02,04,06"
53-3052.00,Motor Coach Operator,missing,"02,04,06,10"
53-3052.00,Motor Coach Tour Operator,missing,"04,06"
53-3052.00,Motorcoach Driver,missing,02
53-3052.00,Motorcoach Operator,missing,02
53-3052.00,Paratransit Bus Driver,missing,10
53-3052.00,Public Transit Bus Driver,missing,04
53-3052.00,Public Transit Trolley Driver,missing,04
53-3052.00,Stage Driver,missing,"04,06"
53-3052.00,Substitute Bus Driver,missing,10
53-3052.00,Transit Bus Driver,missing,02
53-3052.00,Transit Coach Operator,missing,02
53-3052.00,Transit Driver,missing,02
53-3052.00,Transit Operator,missing,02
53-3052.00,Transport Operator,missing,10
53-3052.00,Transportation Bus Driver,missing,10
53-3053.00,Airport Apron Bus Driver,missing,04
53-3053.00,Airport Shuttle Driver,missing,"02,04"
53-3053.00,Airside Transfer Bus Driver,missing,04
53-3053.00,Bus Driver,missing,02
53-3053.00,Car Driver,missing,02
53-3053.00,Chauffeur,missing,02
53-3053.00,Corporate Driver,missing,08
53-3053.00,Courtesy Car Driver,missing,"04,08"
53-3053.00,Courtesy Van Driver,missing,"04,08"
53-3053.00,Crew Car Driver,missing,08
53-3053.00,Driver,missing,02
53-3053.00,Escort Car Driver,missing,08
53-3053.00,Executive Chauffeur,missing,10
53-3053.00,Funeral Car Chauffeur,missing,08
53-3053.00,Funeral Car Driver,missing,"04,08"
53-3053.00,Hearse Driver,missing,"04,08"
53-3053.00,Hotel Shuttle Driver,missing,04
53-3053.00,Limo Driver (Limousine Driver),Limo Driver,02
53-3053.00,Livery Car Driver,missing,08
53-3053.00,Motor Coach Chauffeur,missing,08
53-3053.00,Motor Coach Driver,missing,02
53-3053.00,Motor Pool Driver,missing,08
53-3053.00,Nonemergency Medical Transporter,missing,04
53-3053.00,Patient Transportation Driver,missing,08
53-3053.00,Rehabilitation Driver,missing,08
53-3053.00,Shuttle Bus Driver,missing,02
53-3053.00,Shuttle Driver,missing,"02,10"
53-3053.00,Special Client Bus Driver,missing,08
53-3053.00,Special Needs Bus Driver,missing,02
53-3053.00,Transportation Driver,missing,10
53-3053.00,Transporter,missing,08
53-3053.00,Van Delivery Driver,missing,10
53-3053.00,Van Driver,missing,02
53-3053.00,Wheelchair Van Driver,missing,10
53-3054.00,Bicycle Taxi Driver,missing,08
53-3054.00,Cab Driver,missing,"02,04"
53-3054.00,Driver,missing,10
53-3054.00,Hack Driver,missing,08
53-3054.00,Hacker,missing,08
53-3054.00,Limo Driver (Limousine Driver),Limo Driver,10
53-3054.00,Lyft Driver,missing,08
53-3054.00,Pedicab Driver,missing,08
53-3054.00,Rickshaw Driver,missing,08
53-3054.00,Rideshare Cab Driver,missing,04
53-3054.00,Shuttle Driver,missing,10
53-3054.00,Taxi Cab Driver,missing,02
53-3054.00,Taxi Driver,missing,02
53-3054.00,Taxicab Driver,missing,08
53-3054.00,Transportation Driver,missing,10
53-3054.00,Van Driver,missing,10
53-3054.00,Wheelchair Van Driver,missing,10
53-3099.00,Assembly Line Driver,missing,"04,06"
53-3099.00,Car Deliverer,missing,06
53-3099.00,Car Driver,missing,06
53-3099.00,Delivery Motorcycle Driver,missing,"04,06"
53-3099.00,Ice-Resurfacing Machine Operators,missing,04
53-3099.00,Leaf Sucker Operator,missing,"04,06"
53-3099.00,Motorcycle Deliverer,missing,"04,06"
53-3099.00,Motorcycle Delivery Driver,missing,"04,06"
53-3099.00,New Autos Delivery Driver,missing,"04,06"
53-3099.00,Power Sweeper Operator,missing,"04,06"
53-3099.00,Roads and Parking Lots Sweeper-Operator,missing,"04,06"
53-3099.00,Starting Gate Driver,missing,08
53-3099.00,Street Cleaning Equipment Operator,missing,"04,06"
53-3099.00,Street Sweeper Operator,missing,"04,06"
53-3099.00,Sweeper,missing,04
53-3099.00,Tractor Sweeper Operator,missing,"04,06"
53-4011.00,Diesel Engine Operator,missing,"04,06"
53-4011.00,Diesel Engineer,missing,"04,06"
53-4011.00,Diesel Locomotive Engineer,missing,"04,06"
53-4011.00,Engine Pilot,missing,"04,06"
53-4011.00,Engineer,missing,10
53-4011.00,Engineman,missing,"04,06"
53-4011.00,Freight Engineer,missing,"04,06"
53-4011.00,Fuel Pilot Engineer,missing,10
53-4011.00,Locomotive Engineer,missing,"02,08,10"
53-4011.00,Locomotive Operator,missing,"04,06"
53-4011.00,Lokie Driver,missing,"04,06"
53-4011.00,Lokie Engineer,missing,"04,06"
53-4011.00,Motor Driver,missing,"04,06"
53-4011.00,Motor Operator,missing,"04,06"
53-4011.00,Motor Runner,missing,"04,06"
53-4011.00,Motorman,missing,"04,06,10"
53-4011.00,Narrow Gauge Engineer,missing,"04,06"
53-4011.00,Narrow Gauge Operator,missing,"04,06"
53-4011.00,Operator Engineer,missing,10
53-4011.00,Passenger Locomotive Engineer,missing,02
53-4011.00,Pilot Fuel Engineer,missing,10
53-4011.00,Rail Car Operator,missing,"04,06"
53-4011.00,Rail Detector Car Operator,missing,"04,06"
53-4011.00,Rail Signaling Specialist,missing,10
53-4011.00,Railroad Engineer,missing,"02,04"
53-4011.00,Railroad Operating Engineer,missing,"04,06"
53-4011.00,Railway Engineer,missing,04
53-4011.00,Relay Motorman,missing,"04,06"
53-4011.00,Systems Engineer,missing,10
53-4011.00,Through Freight Engineer,missing,02
53-4011.00,Train Engineer,missing,"02,04"
53-4011.00,Train Operator,missing,"04,06"
53-4011.00,Trainman,missing,"04,06,10"
53-4011.00,Trainmaster,missing,02
53-4011.00,Transportation Specialist,missing,02
53-4011.00,Trip Motor Operator,missing,06
53-4013.00,Car Barn Laborer,missing,08
53-4013.00,Car Mover,missing,"04,06"
53-4013.00,Carman,missing,02
53-4013.00,Coal Tram Driver,missing,04
53-4013.00,Coal Trammer,missing,"04,06"
53-4013.00,Diesel Dinkey Engineer,missing,"04,06"
53-4013.00,Diesel Dinkey Operator,missing,"04,06"
53-4013.00,Dinkey Driver,missing,"04,06"
53-4013.00,Dinkey Engine Operator,missing,"04,06"
53-4013.00,Dinkey Engineer,missing,"04,06"
53-4013.00,Dinkey Locomotive Engineer,missing,"04,06"
53-4013.00,Dinkey Locomotive Operator,missing,"04,06"
53-4013.00,Dinkey Motor Operator,missing,"04,06"
53-4013.00,Dinkey Operator,missing,04
53-4013.00,Dinkey Skinner,missing,"04,06"
53-4013.00,Dump Motor Operator,missing,04
53-4013.00,Dump Motorman,missing,"04,06"
53-4013.00,Duty Engineer,missing,10
53-4013.00,Engine Hostler,missing,"04,06"
53-4013.00,Engineer,missing,02
53-4013.00,Haulage Engine Operator,missing,"04,06"
53-4013.00,Hostler,missing,"02,10"
53-4013.00,Ingot Buggy Operator,missing,"04,06"
53-4013.00,Ingot Car Operator,missing,"04,06"
53-4013.00,Larriman,missing,"04,06"
53-4013.00,Larry Car Operator,missing,"04,06"
53-4013.00,Mine Motor Engineer,missing,"04,06"
53-4013.00,Mine Motor Operator,missing,"04,06"
53-4013.00,Rail Equipment Operator,missing,04
53-4013.00,Rail Switcher,missing,10
53-4013.00,Rail Switchman,missing,10
53-4013.00,Rail Yard Engineer,missing,02
53-4013.00,Railcar Switcher,missing,"02,04"
53-4013.00,Railcar Switchman,missing,10
53-4013.00,Railroad Engineer,missing,02
53-4013.00,Shunt Operator,missing,10
53-4013.00,Slag Motor Operator,missing,"04,06"
53-4013.00,Switch Engineer,missing,10
53-4013.00,Switcher,missing,10
53-4013.00,Switcher Operator,missing,10
53-4013.00,Switchman,missing,02
53-4013.00,Train Operator,missing,"04,06"
53-4013.00,Work Car Operator,missing,"04,06"
53-4013.00,Yard Engineer,missing,"02,04,06,08"
53-4013.00,Yard Hostler,missing,04
53-4013.00,Yard Motor Operator,missing,"04,06"
53-4013.00,Yard Switcher,missing,10
53-4022.00,Air Brake Operator,missing,08
53-4022.00,Air Hose Coupler,missing,08
53-4022.00,Area Brakeman,missing,08
53-4022.00,Brake Holder,missing,08
53-4022.00,Brake Rider,missing,08
53-4022.00,Brakeman,missing,02
53-4022.00,Car Coupler,missing,08
53-4022.00,Car Hopper,missing,08
53-4022.00,Car Rider,missing,08
53-4022.00,Car Runner,missing,08
53-4022.00,Car Shifter,missing,08
53-4022.00,Car Shunter,missing,08
53-4022.00,Carman,missing,02
53-4022.00,Conductor,missing,08
53-4022.00,Coupler,missing,08
53-4022.00,Diesel Locomotive Fireman,missing,08
53-4022.00,Diesel Locomotive Firer,missing,"04,08"
53-4022.00,Dinkey Brakeman,missing,08
53-4022.00,Dinkey Engine Fireman,missing,08
53-4022.00,Dinkey Engine Firer,missing,"04,08"
53-4022.00,Donkey Engine Fireman,missing,08
53-4022.00,Donkey Engine Firer,missing,08
53-4022.00,Dukey Rider,missing,08
53-4022.00,Electric Locomotive Fireman,missing,08
53-4022.00,Electric Locomotive Firer,missing,08
53-4022.00,Engineer Assistant,missing,08
53-4022.00,Enginehouse Brakeman,missing,08
53-4022.00,Fireman,missing,02
53-4022.00,Firer,missing,08
53-4022.00,Flagger,missing,08
53-4022.00,Flagman,missing,08
53-4022.00,Freight Brake Operator,missing,"04,08"
53-4022.00,Freight Brakeman,missing,08
53-4022.00,Freight Conductor,missing,08
53-4022.00,Gang Rider,missing,08
53-4022.00,Locomotive Fireman,missing,08
53-4022.00,Locomotive Firer,missing,08
53-4022.00,Locomotive Switch Operator,missing,"02,04"
53-4022.00,Motor Brakeman,missing,08
53-4022.00,Narrow Gauge Brakeman,missing,08
53-4022.00,Nipper,missing,08
53-4022.00,Passenger Brakeman,missing,08
53-4022.00,Passenger Train Braker,missing,08
53-4022.00,Patcher,missing,08
53-4022.00,Railcar Brake Operator,missing,08
53-4022.00,Railcar Mechanic,missing,10
53-4022.00,Railcar Switchman,missing,08
53-4022.00,Railroad Brake Operator,missing,"04,08"
53-4022.00,Railroad Brakeman,missing,02
53-4022.00,Railroad Carman,missing,08
53-4022.00,Railroad Fireman,missing,08
53-4022.00,Railroad Firer,missing,"04,08"
53-4022.00,Railroad Signal Operator,missing,08
53-4022.00,Railroad Switch Operator,missing,08
53-4022.00,Railroad Switchman,missing,02
53-4022.00,Railroad Yard Worker,missing,08
53-4022.00,Railway Switch Operator,missing,"04,08"
53-4022.00,Railway Switchman,missing,08
53-4022.00,Rider,missing,08
53-4022.00,Road Freight Brake Coupler,missing,08
53-4022.00,Rope Rider,missing,08
53-4022.00,Roundhouse Fireman,missing,08
53-4022.00,Roundhouse Firer,missing,08
53-4022.00,Set Rider,missing,08
53-4022.00,Shop Fireman,missing,08
53-4022.00,Shop Firer,missing,08
53-4022.00,Signal Maintainer,missing,10
53-4022.00,Signal Person,missing,08
53-4022.00,Skates Operator,missing,08
53-4022.00,Skatesman,missing,08
53-4022.00,Snapper,missing,08
53-4022.00,Steam Locomotive Fireman,missing,08
53-4022.00,Steam Locomotive Firer,missing,08
53-4022.00,Swamper,missing,08
53-4022.00,Switch Coupler,missing,"04,08"
53-4022.00,Switch Operator,missing,08
53-4022.00,Switch Tender,missing,08
53-4022.00,Switchgear Specialist,missing,10
53-4022.00,Switching Operator,missing,08
53-4022.00,Switchman,missing,08
53-4022.00,Terminal Carman,missing,02
53-4022.00,Track Operator,missing,10
53-4022.00,Trailer,missing,08
53-4022.00,Train Brake Operator,missing,"04,08"
53-4022.00,Train Brakeman,missing,08
53-4022.00,Train Braker,missing,08
53-4022.00,Train Crew Member,missing,08
53-4022.00,Trainman,missing,02
53-4022.00,Trip Rider,missing,08
53-4022.00,Tub Rider,missing,08
53-4022.00,Yard Brakeman,missing,08
53-4022.00,Yard Coupler,missing,08
53-4022.00,Yard Person,missing,08
53-4022.00,Yard Switch Operator,missing,08
53-4031.00,Car Chaser,missing,"04,06,08"
53-4031.00,Car Dispatcher,missing,06
53-4031.00,Car Distributor,missing,06
53-4031.00,Car Spotter,missing,"04,06"
53-4031.00,Centralized Traffic Control Operator (CTC Operator),CTC Operator,06
53-4031.00,Conductor,missing,"02,04,06,10"
53-4031.00,Dispatch Manager,missing,09
53-4031.00,Engine Supervisor,missing,"04,06"
53-4031.00,Freight Conductor,missing,"02,04,06,10"
53-4031.00,Freight Trainperson,missing,10
53-4031.00,Motor Boss,missing,06
53-4031.00,Outbound Manager,missing,10
53-4031.00,Outbound Operator,missing,10
53-4031.00,Outbound Supervisor,missing,10
53-4031.00,Passenger Car Conductor,missing,"04,08"
53-4031.00,Passenger Conductor,missing,"04,06"
53-4031.00,Pullman Conductor,missing,08
53-4031.00,Railroad Conductor,missing,"02,08,10"
53-4031.00,Railroad Dispatcher,missing,"04,06"
53-4031.00,Road Conductor,missing,"04,06"
53-4031.00,Road Freight Conductor,missing,08
53-4031.00,Road Supervisor,missing,"04,06"
53-4031.00,Roadmaster,missing,"04,06"
53-4031.00,Sleeping Car Conductor,missing,"04,06"
53-4031.00,Switch Operators Supervisor,missing,04
53-4031.00,Switchman Supervisor,missing,"04,06"
53-4031.00,Test Conductor,missing,10
53-4031.00,Ticket Collector,missing,"04,06"
53-4031.00,Traffic Control Operator,missing,"04,06"
53-4031.00,Train Conductor,missing,"04,06,10"
53-4031.00,Train Dispatcher,missing,08
53-4031.00,Train Master,missing,"02,04,06"
53-4031.00,Trainman,missing,02
53-4031.00,Trains Dispatcher Supervisor,missing,"04,06"
53-4031.00,Transportation Supervisor,missing,"04,06"
53-4031.00,Yard Conductor,missing,"04,06"
53-4031.00,Yard Manager,missing,"04,06,08"
53-4031.00,Yard Pilot,missing,"04,06"
53-4031.00,Yard Spotter,missing,10
53-4031.00,Yard Supervisor,missing,04
53-4031.00,Yardmaster,missing,"02,10"
53-4041.00,Combined Rail Operator,missing,02
53-4041.00,Electric Motorman,missing,"04,06"
53-4041.00,Elevated Motorman,missing,"04,06"
53-4041.00,Light Rail Operator,missing,"02,04"
53-4041.00,Light Rail Train Operator,missing,02
53-4041.00,Light Rail Transit Operator,missing,"02,04"
53-4041.00,Light Rail Vehicle Operator (LRV Operator),LRV Operator,"02,04"
53-4041.00,Monorail Operator,missing,"04,06"
53-4041.00,Motor Operator,missing,08
53-4041.00,Rail Operator,missing,"02,10"
53-4041.00,Rail Transit Operator,missing,02
53-4041.00,Rapid Transit Operator (RTO),RTO,"02,04"
53-4041.00,Service Vehicle Operator,missing,10
53-4041.00,Shuttle Route Vehicle Operator,missing,10
53-4041.00,Streetcar Motorman,missing,"04,06"
53-4041.00,Streetcar Operator,missing,"02,04,06,08,10"
53-4041.00,Subway Conductor,missing,04
53-4041.00,Subway Train Driver,missing,"04,06"
